order_id,customer_id,product_id,order_date,channel,region,quantity,unit_price,discount
1347,155,10,2024-03-28,Store,West,5,99.85,0.15
1348,50,5,2025-06-23,Store,East,5,468.09,0.1
1349,240,12,2025-03-13,Store,West,4,236.03,0.0
1350,491,25,2025-03-07,Online,South,5,454.36,0.05
1351,298,17,2025-01-17,Online,East,1,380.11,0.15
1352,65,13,2025-11-17,Online,West,5,235.51,0.0
1353,44,2,2024-10-03,Marketplace,North,3,301.23,0.1
1354,290,16,2025-12-08,Store,North,1,372.83,0.0
1355,360,7,2025-06-12,Online,West,2,119.54,0.05
1356,155,21,2024-11-14,Marketplace,North,4,315.6,0.05
1357,59,3,2024-01-01,Online,North,5,57.46,0.05
1358,54,16,2024-01-26,Marketplace,West,4,37.27,0.0
1359,154,13,2025-05-10,Online,South,5,137.53,0.15
1360,440,22,2025-09-23,Online,West,2,321.74,0.05
1361,73,27,2025-11-04,Online,South,5,373.42,0.05
1362,244,16,2024-10-23,Store,North,5,251.55,0.1
1363,201,13,2025-12-15,Online,West,4,408.61,0.05
1364,15,10,2025-04-13,Online,West,1,294.46,0.0
1365,331,21,2025-11-03,Marketplace,West,1,454.97,0.1
1366,493,5,2025-04-24,Marketplace,West,3,14.47,0.05
1367,184,17,2025-05-30,Online,East,5,201.41,0.0
1368,90,21,2024-06-04,Store,East,4,360.44,0.05
1369,143,26,2025-11-05,Store,West,1,458.92,0.15
1370,193,16,2025-09-12,Marketplace,South,5,357.17,0.1
1371,67,23,2024-11-27,Marketplace,East,5,312.56,0.15
1372,35,2,2024-01-31,Marketplace,South,2,57.3,0.0
1373,256,30,2025-11-26,Store,East,2,490.85,0.05
1374,54,29,2024-06-27,Marketplace,West,4,461.96,0.0
1375,314,9,2024-04-27,Online,North,4,384.04,0.0
1376,473,6,2024-11-24,Online,West,4,75.28,0.05
1377,101,9,2025-05-17,Store,East,2,108.58,0.05
1378,223,27,2025-06-25,Online,North,5,21.88,0.0
1379,105,2,2024-05-23,Online,East,4,288.46,0.0
1380,175,6,2025-11-29,Marketplace,West,2,417.88,0.15
1381,257,12,2024-12-31,Marketplace,South,1,225.05,0.15
1382,448,3,2025-08-05,Online,South,5,156.13,0.0
1383,256,8,2024-02-22,Marketplace,East,1,119.77,0.1
1384,473,27,2024-09-14,Store,East,1,437.5,0.05
1385,496,10,2024-03-17,Marketplace,South,5,466.59,0.1
1386,205,20,2024-02-28,Marketplace,North,5,240.78,0.1
1387,335,1,2024-02-03,Store,West,3,108.25,0.0
1388,72,7,2025-07-14,Marketplace,East,1,125.45,0.0
1389,413,19,2025-09-16,Marketplace,North,3,490.72,0.15
1390,307,24,2025-09-19,Online,West,2,142.55,0.0
1391,54,2,2025-05-23,Marketplace,South,3,221.44,0.1
1392,401,28,2024-08-21,Online,North,1,389.07,0.05
1393,274,20,2025-01-23,Marketplace,North,5,246.26,0.15
1394,393,13,2025-12-13,Online,West,4,279.28,0.0
1395,225,4,2025-09-22,Store,East,2,178.13,0.0
1396,122,8,2024-04-04,Marketplace,North,2,212.4,0.0
1397,411,1,2024-09-12,Online,North,1,72.09,0.05
1398,145,2,2024-11-17,Store,South,3,73.56,0.15
1399,246,22,2024-05-05,Marketplace,North,1,132.6,0.05
1400,254,23,2024-12-31,Online,West,3,471.3,0.1
1401,445,21,2024-09-07,Marketplace,East,3,351.91,0.0
1402,28,12,2025-02-24,Marketplace,West,3,48.44,0.05
1403,431,17,2024-08-24,Store,South,1,192.47,0.05
1404,19,8,2025-12-16,Store,West,1,20.43,0.0
1405,139,9,2025-08-25,Store,East,1,39.26,0.15
1406,254,1,2025-01-26,Store,West,1,119.98,0.15
1407,95,22,2025-03-17,Marketplace,North,3,25.34,0.1
1408,480,1,2025-09-15,Store,East,5,116.11,0.0
1409,175,24,2025-09-28,Store,West,1,405.62,0.15
1410,488,24,2025-11-25,Store,West,4,290.58,0.1
1411,84,13,2025-04-23,Marketplace,South,2,454.78,0.1
1412,410,22,2024-10-07,Online,South,5,154.95,0.15
1413,20,20,2024-10-07,Store,East,3,393.39,0.0
1414,64,10,2025-08-05,Marketplace,East,3,425.32,0.15
1415,237,1,2025-03-26,Online,West,1,483.28,0.15
1416,327,28,2025-07-23,Online,West,1,293.99,0.0
1417,142,29,2025-09-16,Marketplace,East,1,225.82,0.1
1418,393,26,2024-10-09,Store,West,2,121.44,0.05
1419,76,28,2025-09-24,Marketplace,North,2,66.08,0.0
1420,95,22,2025-06-02,Store,East,1,281.17,0.05
1421,32,23,2024-09-22,Store,North,3,274.82,0.0
1422,308,8,2024-12-24,Online,North,5,227.47,0.0
1423,122,7,2024-11-29,Marketplace,East,4,44.98,0.15
1424,449,10,2024-05-26,Online,East,5,396.2,0.1
1425,500,14,2025-10-29,Store,West,3,314.74,0.05
1426,189,2,2024-10-24,Online,North,1,308.43,0.1
1427,262,23,2025-06-04,Marketplace,East,2,195.63,0.0
1428,337,24,2024-06-02,Store,North,1,479.73,0.05
1429,290,17,2025-08-11,Marketplace,West,5,369.19,0.0
1430,311,16,2025-11-06,Marketplace,West,3,141.9,0.1
1431,467,8,2024-12-02,Online,East,2,233.35,0.0
1432,355,8,2025-03-31,Marketplace,West,3,49.05,0.0
1433,469,12,2025-10-31,Store,South,4,395.29,0.05
1434,292,27,2024-05-08,Marketplace,South,4,340.31,0.05
1435,311,9,2024-10-20,Store,East,1,49.94,0.15
1436,259,5,2025-08-12,Store,South,2,439.44,0.0
1437,86,4,2025-03-04,Store,West,1,71.93,0.0
1438,427,14,2024-01-25,Marketplace,South,1,74.87,0.15
1439,463,14,2024-12-28,Online,West,5,128.3,0.1
1440,61,11,2024-12-10,Marketplace,North,1,46.14,0.1
1441,487,15,2025-02-22,Marketplace,West,4,151.75,0.15
1442,359,5,2024-07-06,Marketplace,North,2,448.84,0.1
1443,346,21,2025-04-09,Store,East,4,96.59,0.1
1444,484,25,2024-04-09,Online,East,4,177.15,0.15
1445,147,11,2025-01-28,Store,South,2,30.55,0.05
1446,221,17,2024-10-11,Marketplace,East,1,180.2,0.05
1447,61,10,2024-10-07,Store,West,2,443.82,0.1
1448,481,30,2024-09-22,Marketplace,North,2,336.55,0.05
1449,50,7,2025-07-19,Marketplace,South,1,303.21,0.0
1450,492,29,2025-07-06,Marketplace,South,1,249.3,0.0
1451,190,7,2024-10-15,Marketplace,West,4,265.24,0.15
1452,152,30,2024-04-22,Marketplace,North,4,445.55,0.15
1453,135,3,2024-05-20,Store,North,3,403.78,0.05
1454,373,3,2024-11-30,Online,East,3,232.2,0.0
1455,362,23,2024-11-18,Online,West,1,466.86,0.1
1456,98,27,2025-07-25,Marketplace,North,1,130.5,0.15
1457,447,8,2025-11-20,Online,East,4,84.2,0.05
1458,376,16,2024-10-16,Online,South,1,475.91,0.05
1459,2,14,2024-03-09,Store,South,2,29.02,0.1
1460,315,13,2025-10-08,Marketplace,South,3,247.27,0.05
1461,450,10,2024-08-25,Store,West,4,400.41,0.15
1462,307,12,2025-07-10,Store,East,1,117.28,0.1
1463,215,15,2024-11-29,Online,West,1,96.34,0.1
1464,339,4,2024-12-21,Marketplace,West,2,389.1,0.15
1465,431,26,2025-05-15,Marketplace,West,2,24.19,0.1
1466,260,7,2025-02-22,Online,East,3,340.74,0.15
1467,201,26,2025-03-28,Store,West,3,457.06,0.1
1468,249,24,2024-08-12,Store,North,3,229.34,0.05
1469,294,29,2024-06-19,Marketplace,South,1,474.46,0.1
1470,67,20,2025-07-06,Online,North,4,54.22,0.1
1471,468,12,2025-07-20,Online,North,5,113.13,0.05
1472,81,27,2025-07-02,Store,South,3,402.63,0.1
1473,170,14,2024-08-08,Marketplace,South,1,27.68,0.0
1474,387,17,2024-04-14,Marketplace,West,4,30.72,0.1
1475,155,1,2024-08-23,Marketplace,South,1,143.5,0.0
1476,417,26,2025-01-21,Marketplace,West,2,410.96,0.1
1477,442,3,2024-03-19,Online,West,1,17.22,0.05
1478,49,24,2025-08-25,Store,South,5,431.06,0.1
1479,218,17,2024-01-24,Store,East,4,109.31,0.1
1480,497,21,2025-08-13,Store,West,3,220.47,0.05
1481,496,14,2025-07-28,Store,West,3,454.76,0.05
1482,196,1,2025-05-23,Marketplace,West,3,383.72,0.0
1483,232,8,2025-08-14,Online,West,2,229.07,0.15
1484,289,4,2025-10-20,Store,East,2,406.74,0.0
1485,49,18,2024-06-22,Online,West,5,132.48,0.05
1486,207,20,2025-04-29,Marketplace,South,1,386.03,0.1
1487,211,10,2024-12-11,Online,North,3,347.61,0.15
1488,447,1,2024-10-01,Marketplace,South,5,399.4,0.15
1489,161,21,2024-08-29,Store,West,4,262.07,0.0
1490,472,4,2025-03-11,Marketplace,North,4,72.37,0.0
1491,83,17,2024-05-04,Online,South,4,436.18,0.0
1492,20,29,2025-03-10,Store,South,5,248.72,0.15
1493,205,1,2024-10-30,Online,West,3,362.77,0.1
1494,268,11,2025-09-21,Store,South,2,152.2,0.05
1495,412,20,2025-01-15,Marketplace,East,4,236.81,0.1
1496,475,24,2024-05-18,Online,West,1,165.67,0.05
1497,77,16,2024-03-09,Online,East,2,107.64,0.0
1498,276,15,2024-12-04,Online,North,5,239.66,0.05
1499,35,12,2025-10-13,Marketplace,South,3,318.12,0.05
1500,141,10,2025-03-12,Marketplace,East,3,316.01,0.15
1501,479,9,2025-07-28,Marketplace,South,1,300.39,0.0
1502,375,7,2024-10-13,Online,East,5,60.14,0.15
1503,170,19,2025-08-29,Marketplace,East,5,337.56,0.15
1504,108,6,2024-01-03,Online,South,1,465.48,0.05
1505,74,6,2025-05-01,Online,East,1,449.02,0.0
1506,71,17,2025-03-26,Store,West,3,158.25,0.0
1507,124,18,2025-02-06,Store,West,4,183.95,0.1
1508,272,3,2025-09-11,Online,South,3,358.56,0.15
1509,287,15,2025-05-16,Marketplace,East,1,283.37,0.15
1510,334,12,2024-07-01,Online,East,4,387.66,0.1
1511,373,14,2024-08-06,Marketplace,South,4,193.36,0.0
1512,101,15,2025-01-04,Marketplace,South,1,297.23,0.1
1513,49,30,2025-01-12,Store,North,5,143.78,0.1
1514,329,16,2025-02-11,Online,East,3,316.38,0.0
1515,442,23,2025-04-27,Marketplace,West,4,95.15,0.0
1516,20,12,2024-01-30,Marketplace,South,2,436.75,0.05
1517,43,14,2024-05-02,Online,West,1,163.98,0.1
1518,437,7,2025-11-01,Marketplace,North,3,420.26,0.1
1519,460,23,2024-06-22,Marketplace,East,5,16.94,0.15
1520,214,27,2025-11-14,Marketplace,North,1,104.54,0.05
1521,374,9,2024-03-26,Online,West,1,145.01,0.05
1522,353,17,2025-02-23,Online,North,3,144.14,0.1
1523,61,11,2025-04-22,Marketplace,North,5,465.83,0.0
1524,60,30,2024-04-02,Online,North,2,165.58,0.0
1525,393,6,2024-01-11,Online,East,4,49.82,0.05
1526,158,27,2025-11-28,Marketplace,South,2,162.14,0.15
1527,362,10,2024-07-01,Store,South,5,164.62,0.05
1528,428,7,2024-10-06,Online,South,3,137.08,0.15
1529,136,3,2025-05-16,Store,East,3,388.46,0.15
1530,425,21,2025-12-04,Online,North,5,198.98,0.05
1531,360,14,2024-12-21,Marketplace,East,2,177.67,0.1
1532,47,17,2024-08-03,Store,South,4,137.81,0.0
1533,265,22,2025-10-08,Online,West,2,238.95,0.1
1534,191,19,2025-01-21,Marketplace,North,3,353.63,0.1
1535,446,29,2024-01-09,Online,West,4,174.01,0.0
1536,96,30,2025-01-01,Store,South,4,277.92,0.0
1537,225,26,2025-09-23,Store,West,4,242.05,0.05
1538,130,24,2025-01-17,Marketplace,East,4,342.49,0.1
1539,21,30,2024-08-27,Marketplace,North,4,218.69,0.1
1540,489,19,2025-02-14,Marketplace,North,2,260.98,0.1
1541,454,20,2025-12-15,Marketplace,South,5,378.41,0.05
1542,340,11,2024-02-25,Online,East,2,402.73,0.15
1543,203,6,2025-04-16,Online,South,2,442.65,0.1
1544,158,3,2024-07-08,Online,South,4,54.18,0.05
1545,79,22,2025-07-22,Store,North,4,88.07,0.0
1546,242,18,2025-12-04,Store,South,4,337.53,0.15
1547,362,8,2024-04-08,Store,South,3,383.89,0.05
1548,205,25,2024-11-30,Store,West,5,202.99,0.0
1549,178,16,2025-11-16,Marketplace,North,2,443.94,0.05
1550,394,8,2025-01-12,Store,East,5,413.39,0.15
1551,469,3,2025-10-23,Online,South,4,102.11,0.05
1552,155,14,2024-04-05,Store,West,2,218.6,0.1
1553,160,13,2025-11-22,Store,North,3,479.67,0.15
1554,92,6,2025-02-11,Marketplace,North,4,405.05,0.1
1555,352,24,2024-04-13,Marketplace,West,1,88.83,0.05
1556,295,17,2025-01-28,Marketplace,West,1,248.21,0.15
1557,217,25,2024-02-25,Store,West,3,373.61,0.0
1558,310,26,2025-04-06,Marketplace,East,4,358.89,0.1
1559,58,26,2024-07-02,Store,West,1,83.69,0.1
1560,486,30,2025-12-25,Marketplace,East,2,262.3,0.15
1561,223,2,2025-04-20,Store,North,1,435.27,0.15
1562,188,2,2025-09-05,Marketplace,East,3,218.59,0.1
1563,393,27,2024-01-25,Marketplace,East,2,153.69,0.15
1564,9,15,2024-11-28,Store,North,5,64.72,0.0
1565,273,24,2025-02-09,Online,South,1,272.14,0.05
1566,373,5,2025-10-10,Store,West,3,179.24,0.15
1567,353,20,2024-09-06,Marketplace,West,1,47.5,0.1
1568,20,5,2025-09-15,Marketplace,North,4,261.19,0.0
1569,173,30,2025-10-14,Marketplace,East,4,206.36,0.05
1570,487,24,2024-09-20,Marketplace,North,4,482.93,0.05
1571,293,9,2024-11-06,Marketplace,South,1,193.38,0.15
1572,111,25,2025-03-23,Store,South,3,255.77,0.0
1573,310,13,2024-07-04,Marketplace,East,3,12.48,0.05
1574,10,26,2025-02-28,Marketplace,South,3,140.86,0.1
1575,50,8,2024-08-18,Online,East,2,41.22,0.1
1576,373,23,2025-09-15,Store,West,5,171.09,0.15
1577,244,30,2025-07-25,Online,East,3,166.62,0.15
1578,78,15,2025-05-25,Online,South,4,135.29,0.0
1579,339,28,2025-08-08,Online,West,5,492.62,0.0
1580,107,24,2025-06-26,Store,East,3,377.92,0.15
1581,346,15,2024-01-31,Online,South,5,182.3,0.15
1582,213,25,2024-01-24,Store,West,2,193.89,0.05
1583,194,20,2024-05-06,Online,West,2,113.54,0.0
1584,293,10,2024-07-01,Online,West,5,210.17,0.05
1585,215,29,2025-09-05,Store,East,3,318.84,0.1
1586,258,18,2025-06-29,Store,South,4,252.47,0.15
1587,147,27,2025-04-05,Online,South,4,151.32,0.1
1588,391,15,2025-11-02,Online,North,4,294.28,0.15
1589,499,14,2025-02-24,Online,North,5,119.85,0.0
1590,307,19,2025-02-22,Online,East,5,132.47,0.15
1591,351,3,2025-01-14,Online,West,5,260.55,0.05
1592,436,30,2024-06-14,Store,East,2,95.85,0.05
1593,166,5,2024-10-27,Online,North,2,293.03,0.15
1594,126,22,2025-09-09,Store,South,2,486.67,0.0
1595,412,20,2024-12-05,Online,South,4,363.8,0.0
1596,4,24,2024-02-03,Marketplace,West,5,497.81,0.15
1597,37,26,2025-03-03,Store,North,5,327.07,0.0
1598,225,16,2024-03-02,Store,West,1,188.05,0.15
1599,220,26,2024-05-07,Online,South,3,381.39,0.0
1600,370,6,2025-01-10,Store,East,2,457.36,0.15
1601,108,9,2024-04-09,Store,North,4,450.61,0.15
1602,386,8,2024-09-23,Store,East,4,172.02,0.15
1603,359,9,2025-08-04,Store,North,2,82.53,0.1
1604,14,8,2025-01-14,Marketplace,East,3,160.26,0.05
1605,291,21,2024-11-08,Store,West,3,85.68,0.05
1606,76,20,2024-10-26,Store,East,2,23.72,0.05
1607,299,10,2024-05-31,Marketplace,North,3,188.44,0.15
1608,245,20,2024-06-23,Store,South,5,427.78,0.1
1609,268,12,2025-01-22,Store,South,5,246.21,0.15
1610,460,13,2024-01-15,Marketplace,North,3,120.16,0.05
1611,115,5,2024-10-11,Marketplace,North,2,184.69,0.15
1612,292,30,2025-10-15,Online,South,2,188.14,0.0
1613,205,21,2024-04-11,Store,North,3,281.11,0.0
1614,497,26,2024-02-27,Store,South,2,135.48,0.05
1615,354,30,2025-10-28,Online,South,4,96.94,0.1
1616,283,9,2024-04-03,Marketplace,South,1,454.01,0.05
1617,268,10,2024-03-03,Online,South,2,296.98,0.15
1618,238,4,2025-07-03,Online,East,1,106.25,0.0
1619,227,3,2025-05-02,Online,North,5,298.79,0.15
1620,154,19,2024-01-10,Marketplace,West,1,362.79,0.15
1621,399,21,2024-07-18,Marketplace,West,1,133.36,0.15
1622,308,9,2025-05-19,Marketplace,South,3,258.57,0.1
1623,488,21,2024-11-02,Store,South,3,144.89,0.1
1624,321,15,2024-04-24,Online,West,1,166.41,0.15
1625,254,6,2024-07-02,Online,West,3,56.34,0.15
1626,176,21,2025-12-04,Marketplace,South,2,391.61,0.05
1627,110,10,2025-05-28,Store,East,5,241.22,0.1
1628,475,20,2024-08-03,Marketplace,South,3,86.63,0.15
1629,403,6,2024-06-10,Marketplace,South,3,478.79,0.15
1630,335,20,2025-03-02,Marketplace,East,2,467.09,0.15
1631,479,28,2024-11-06,Store,South,3,173.52,0.1
1632,425,24,2024-11-18,Store,East,4,286.01,0.15
1633,3,25,2025-02-17,Online,West,3,326.44,0.05
1634,500,15,2024-10-07,Online,South,2,334.41,0.1
1635,151,27,2025-01-17,Online,East,4,397.55,0.1
1636,286,18,2024-07-23,Online,West,3,62.35,0.05
1637,83,11,2025-05-06,Marketplace,West,1,392.8,0.15
1638,353,30,2025-12-24,Store,South,3,493.6,0.15
1639,31,4,2024-02-27,Marketplace,East,3,273.57,0.15
1640,473,10,2024-04-23,Store,South,1,169.03,0.15
1641,423,5,2024-06-03,Marketplace,East,5,108.0,0.0
1642,225,8,2024-12-01,Marketplace,East,5,270.2,0.1
1643,354,1,2024-05-23,Online,East,3,453.5,0.15
1644,383,29,2024-08-07,Online,East,4,121.56,0.1
1645,171,7,2025-11-24,Marketplace,East,3,305.77,0.0
1646,72,4,2025-10-19,Store,West,4,404.97,0.0
1647,426,17,2024-03-02,Marketplace,East,1,287.2,0.0
1648,492,17,2024-11-30,Marketplace,West,3,291.66,0.0
1649,377,3,2025-08-01,Online,North,5,87.53,0.0
1650,294,30,2025-04-24,Marketplace,South,1,385.89,0.15
1651,419,9,2025-04-21,Store,South,3,45.78,0.1
1652,233,17,2025-12-10,Marketplace,West,1,206.72,0.1
1653,4,20,2025-02-03,Online,North,2,167.97,0.05
1654,133,28,2024-08-16,Marketplace,East,5,234.3,0.05
1655,395,27,2025-08-11,Store,South,2,388.77,0.05
1656,158,6,2024-04-13,Online,North,2,274.64,0.0
1657,168,28,2024-11-18,Online,South,2,158.44,0.15
1658,139,8,2024-08-10,Store,North,2,440.04,0.15
1659,64,27,2025-01-19,Online,West,2,196.4,0.15
1660,225,13,2024-07-22,Online,West,5,409.1,0.0
1661,497,6,2025-06-02,Marketplace,North,2,380.74,0.0
1662,482,16,2025-09-11,Store,East,4,103.58,0.0
1663,410,17,2025-01-03,Store,East,5,64.88,0.15
1664,9,1,2025-01-24,Store,West,1,183.79,0.1
1665,429,3,2025-03-20,Marketplace,East,2,499.86,0.0
1666,334,21,2025-02-03,Store,North,3,367.52,0.1
1667,24,5,2024-09-11,Online,North,2,264.12,0.05
1668,356,16,2024-02-09,Online,South,3,192.13,0.15
1669,422,6,2025-03-05,Online,South,5,483.0,0.05
1670,187,29,2024-04-22,Online,North,4,110.0,0.15
1671,321,12,2024-09-28,Marketplace,East,1,393.8,0.1
1672,15,29,2025-04-26,Online,South,4,32.78,0.15
1673,391,20,2025-06-21,Online,South,1,17.32,0.05
1674,48,14,2024-03-08,Online,West,4,491.85,0.15
1675,69,28,2025-09-09,Marketplace,North,3,243.36,0.1
1676,66,11,2025-11-03,Marketplace,East,5,337.53,0.0
1677,245,16,2025-08-07,Online,South,2,262.22,0.05
1678,116,22,2024-03-25,Marketplace,North,4,148.33,0.0
1679,128,8,2024-09-13,Online,East,3,358.13,0.15
1680,343,19,2025-06-16,Marketplace,East,2,170.69,0.1
1681,339,5,2025-08-16,Marketplace,North,4,319.62,0.05
1682,94,1,2024-05-26,Marketplace,North,2,89.32,0.1
1683,6,19,2025-05-07,Store,East,2,318.07,0.15
1684,232,7,2025-04-09,Marketplace,East,5,225.53,0.1
1685,336,25,2025-06-10,Store,East,2,135.09,0.15
1686,396,18,2025-04-12,Marketplace,North,3,384.0,0.1
1687,33,26,2025-01-09,Store,North,5,71.85,0.05
1688,500,15,2024-04-23,Online,East,2,437.92,0.1
1689,232,14,2025-07-20,Online,South,4,411.81,0.05
1690,73,27,2025-11-27,Online,North,2,369.37,0.1
1691,270,20,2024-06-04,Marketplace,North,5,187.7,0.05
1692,356,17,2024-06-19,Store,South,1,343.39,0.05
1693,432,30,2024-06-04,Marketplace,West,2,146.43,0.15
1694,152,13,2025-06-18,Store,West,4,167.74,0.1
1695,1,3,2024-09-14,Marketplace,East,2,462.3,0.0
1696,31,25,2025-02-24,Online,South,4,413.0,0.05
1697,201,26,2024-06-12,Marketplace,West,4,299.79,0.05
1698,428,12,2024-03-13,Online,East,2,447.39,0.0
1699,372,24,2025-08-22,Marketplace,South,2,227.26,0.1
1700,390,11,2024-01-12,Marketplace,North,5,162.47,0.0
1701,396,21,2025-09-04,Store,South,4,156.42,0.0
1702,278,24,2025-09-16,Store,South,1,441.31,0.1
1703,449,9,2024-02-11,Store,East,1,317.18,0.15
1704,300,6,2025-12-27,Marketplace,West,3,120.07,0.0
1705,46,24,2025-09-09,Marketplace,East,2,435.99,0.15
1706,429,23,2025-03-18,Store,North,1,433.93,0.1
1707,432,24,2024-10-09,Store,East,4,336.82,0.1
1708,183,3,2024-01-14,Online,West,2,297.03,0.05
1709,303,14,2025-11-12,Store,North,4,284.73,0.15
1710,311,17,2025-11-14,Store,North,5,62.82,0.0
1711,295,4,2024-04-30,Online,East,5,339.58,0.15
1712,418,13,2024-02-10,Store,West,4,290.94,0.0
1713,482,13,2025-10-05,Marketplace,West,1,115.86,0.05
1714,13,21,2024-12-02,Online,East,4,402.93,0.15
1715,435,29,2024-09-16,Store,East,3,487.05,0.05
1716,142,15,2024-02-18,Store,West,3,386.62,0.05
1717,108,18,2025-07-14,Marketplace,East,4,379.13,0.05
1718,433,16,2024-04-01,Store,East,5,273.74,0.05
1719,163,27,2024-11-09,Online,North,4,163.33,0.15
1720,328,6,2025-01-26,Online,East,4,181.79,0.15
1721,459,12,2024-06-12,Online,East,1,64.63,0.1
1722,466,17,2025-12-18,Marketplace,East,5,273.74,0.15
1723,317,23,2024-03-18,Online,North,1,358.72,0.15
1724,437,9,2024-05-29,Marketplace,East,5,183.36,0.05
1725,472,13,2024-04-16,Marketplace,East,5,289.35,0.0
1726,166,8,2025-03-29,Online,South,5,85.96,0.1
1727,14,16,2024-08-17,Marketplace,South,2,438.82,0.15
1728,332,26,2024-08-09,Online,North,3,129.4,0.0
1729,440,20,2025-05-09,Store,West,5,280.1,0.05
1730,212,6,2025-06-15,Marketplace,West,5,445.42,0.15
1731,383,9,2025-12-24,Store,East,4,191.41,0.05
1732,164,18,2024-12-31,Online,South,3,431.37,0.05
1733,408,18,2025-08-15,Online,North,5,357.09,0.1
1734,54,26,2025-09-10,Online,East,5,412.33,0.05
1735,239,9,2025-08-11,Online,West,5,224.56,0.15
1736,34,6,2024-01-23,Marketplace,West,5,328.64,0.1
1737,245,28,2025-12-24,Online,North,3,42.05,0.1
1738,292,9,2024-01-29,Marketplace,West,4,355.07,0.05
1739,203,7,2025-11-08,Store,East,5,351.63,0.1
1740,170,8,2025-08-06,Marketplace,West,2,385.49,0.1
1741,442,1,2025-09-16,Online,East,5,68.64,0.0
1742,315,3,2025-06-26,Store,South,2,131.91,0.05
1743,428,6,2024-01-31,Marketplace,West,1,172.58,0.0
1744,485,13,2025-08-10,Marketplace,West,4,196.83,0.15
1745,71,28,2024-12-17,Online,North,3,184.03,0.15
1746,451,9,2025-05-26,Online,South,3,206.7,0.05
1747,180,21,2025-10-10,Online,East,4,378.39,0.1
1748,11,29,2025-09-12,Online,North,3,56.79,0.0
1749,494,17,2024-01-13,Online,East,4,160.07,0.1
1750,440,3,2024-06-25,Online,West,2,272.25,0.1
1751,50,28,2025-11-30,Online,East,5,96.69,0.15
1752,362,28,2024-06-30,Marketplace,South,4,24.87,0.0
1753,479,18,2024-05-03,Store,East,1,181.04,0.05
1754,303,17,2024-06-20,Online,West,2,305.72,0.1
1755,481,15,2025-11-05,Marketplace,West,4,472.57,0.0
1756,174,8,2025-01-09,Online,South,4,102.29,0.15
1757,22,12,2024-03-01,Store,North,5,54.57,0.1
1758,467,17,2025-07-30,Marketplace,West,5,325.17,0.1
1759,165,5,2025-04-03,Online,East,4,208.08,0.15
1760,43,16,2024-01-25,Store,North,3,285.01,0.15
1761,157,16,2024-10-21,Marketplace,North,5,417.32,0.05
1762,485,3,2024-11-10,Marketplace,South,3,372.24,0.0
1763,25,10,2025-01-29,Online,East,5,35.69,0.15
1764,379,17,2025-06-20,Online,East,1,456.22,0.0
1765,235,6,2024-08-14,Marketplace,East,1,359.88,0.15
1766,106,19,2025-10-17,Marketplace,North,1,461.82,0.05
1767,461,23,2024-04-29,Store,North,2,333.2,0.1
1768,91,13,2024-08-21,Store,West,1,86.41,0.05
1769,319,22,2024-09-21,Store,East,2,470.73,0.1
1770,210,23,2024-01-11,Store,West,4,146.26,0.05
1771,419,25,2025-05-14,Store,North,4,30.48,0.15
1772,66,22,2025-12-07,Online,North,1,66.49,0.15
1773,35,6,2025-07-03,Store,South,3,478.11,0.15
1774,146,18,2024-10-20,Store,East,1,382.88,0.15
1775,422,29,2024-07-25,Online,West,2,72.29,0.0
1776,241,16,2024-04-21,Online,South,1,418.22,0.05
1777,43,25,2025-12-11,Online,South,4,311.51,0.15
1778,379,5,2025-03-28,Marketplace,North,5,385.73,0.05
1779,394,7,2024-11-21,Online,North,2,177.26,0.1
1780,472,6,2024-12-24,Store,South,1,201.74,0.05
1781,485,10,2025-06-01,Online,South,2,317.33,0.1
1782,337,24,2025-03-25,Online,West,1,423.28,0.1
1783,286,6,2024-05-26,Marketplace,East,1,64.57,0.0
1784,210,17,2025-07-01,Online,South,3,191.48,0.05
1785,462,4,2025-12-01,Online,North,4,11.68,0.0
1786,417,13,2025-08-03,Online,South,1,286.18,0.0
1787,11,21,2025-05-02,Marketplace,West,3,345.95,0.15
1788,231,30,2024-08-31,Marketplace,West,5,132.52,0.15
1789,246,30,2024-06-05,Store,East,2,80.76,0.05
1790,494,13,2024-09-20,Online,East,1,221.55,0.1
1791,74,2,2025-04-15,Store,South,4,71.26,0.1
1792,107,13,2025-03-07,Store,West,4,227.51,0.15
1793,238,12,2024-12-11,Store,West,2,364.42,0.05
1794,126,7,2025-12-30,Online,South,5,188.07,0.15
1795,281,28,2025-02-22,Store,East,2,202.49,0.15
1796,56,18,2025-10-29,Store,East,5,211.94,0.05
1797,112,11,2025-07-18,Online,West,5,221.57,0.15
1798,13,23,2024-07-30,Store,South,3,491.98,0.05
1799,329,13,2025-08-11,Online,South,4,165.08,0.05
1800,445,24,2024-05-13,Store,East,5,467.18,0.0
1801,347,4,2024-03-07,Online,North,1,460.88,0.0
1802,170,28,2024-04-02,Store,East,2,374.36,0.05
1803,158,27,2024-03-08,Store,East,5,453.21,0.15
1804,244,11,2025-12-21,Online,East,3,59.73,0.05
1805,462,29,2024-06-04,Online,West,1,270.83,0.15
1806,82,18,2025-07-19,Marketplace,West,3,348.08,0.05
1807,500,4,2025-11-10,Online,West,1,380.28,0.05
1808,451,13,2025-04-29,Store,West,2,385.9,0.1
1809,477,15,2025-08-21,Marketplace,South,4,448.05,0.15
1810,485,22,2025-08-03,Store,East,1,444.38,0.0
1811,91,5,2025-10-01,Store,West,2,64.38,0.05
